Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CPRT,CPT,CRH,CRL,CRWD,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DHI,DHR,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EPAM,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,IDXX,IEX,INCY,IR,IT,ITW,KO,LNT,MMM,MO,SCHW,STZ,T,TECH,XOM,XYZ
2023-09-06,1668900,81755800,5304300,7114400,5094400,922800,1247900,2299900,3382500,3563900,1311000,1709700,1205900,2752300,10449000,2240900,2787400,336100,519100,1197800,2544100,618500,1360300,1301100,3109600,1339380,47736700,1641300,1988900,304300,2313300,41785500,4841600,541700,578500,3448300,422900,4006800,1725700,1971700.0,1514300,625300,934800,725700,519300,20142000,327400,801900,330300,2949200,96500,4233500,45022600,1595800,7249800,2452300,3129756,2592600,2382400,1064100,944700,3895000,232800,7775400,1464700,426600,12247200,493100,2655800,1325100,7705000,7986500,1609100,13675200,2926600,1352800,4024500,1688900,1736300,614900,1617500,2276000,19238600,1251300,548100,1337800.0,2153500,5172400,1511700,1092000,1144800,1004100,1669800,521000,2869100,871700,29705067,1797500,16210000,862300,1869800,5072900,3368000,2229500,6636200.0,1775600,4664000,1596600,1476600,425400,2589400,4439500,528400,3189100,263100,4268600,11380400,1504900,16137100,894400,5123200,1900900,4988300,7281400,7064800,7195500,10714900,7535200,2514100,3726727,3263000,1002600,1693800,7585600,5544000,2783500,2867489,1513800,2144300,2420100,753400,4645100,442400,1353800,1203600,3249700,772800,5102700,6645000,2273400,4617300,693900,1365900,559000,255500,1760500,1845400,1149900,227700,2406300,2015400,573100,389000,1941000,5157600,141100,3354200,321100,1699300,2846600,1697100,3396300,5607400,1960200,1023800,2368900,1659500,41881500,2533900,6508600,7647800,223800,1099900,3638000,369400,155700,2434700,1892400.0,6317400,226000,922500,4585800,448500,2257200,5225500,1415644,1082900,2509400,5018014,3140100.0,2532700,,5753800,4262700,683100,6148800,11731900,991900,15814300,18684500,824500,1046900,858200,2120800,5467800,2374100,12687000,780300,3199700,1305900,326000,1647600,1793400,2364757,10493800,6534700,2451200,799800,6661400,1006500,489446,956500,2214600,2932200,440600,352800,1939100,3655300,260000,871200,13923500,1573700,3210423,10108400,8534800,823900,43010100,766000,13325500,10491600
2023-09-07,1317000,112488800,5142100,7928200,3863200,2216700,1533000,2089400,5562200,3058800,1021600,1288200,1002000,2899600,9263400,3171100,4405200,438900,751300,2799000,1766700,1539500,1493800,893600,6720300,2360580,49080100,1069500,2228300,438700,2404500,48498900,6701600,515100,698400,3805500,566300,4544000,2024300,1468700.0,1397500,741300,893200,683300,822600,27789000,411000,727500,459200,2617400,128800,4929600,35023600,1820600,5980400,2767900,1329622,3389600,1746600,1345500,1199200,3860500,242900,8073400,1011900,453000,9697600,295200,3263800,1319800,7994200,10221200,1728200,12406100,4184300,2410400,3564500,1593200,1662500,847100,1867800,3779700,18761400,1555500,947600,1951100.0,2941300,5163700,1629000,1691900,916400,1029500,1398000,505400,5704300,1006900,22205230,1347000,12125000,802300,2344400,6931400,4084600,2138000,6424000.0,1042800,3503900,1694100,1340000,391400,4037400,4371100,842800,5662900,367500,3000900,14762000,1192500,10473900,1376800,7031800,2328400,9868200,6160700,7181400,7925900,7001600,7242800,2466600,6153294,2473600,1028800,3052200,7649300,5284200,2604200,2016751,1768300,2323300,2985700,681300,4275500,570100,1141100,980300,4765200,823600,7234400,5294800,1724600,5296000,819800,1626300,513600,363800,1690000,1676600,980800,257700,3304200,1588700,439600,363200,1385100,4978000,96200,2331700,728400,1751100,3016200,2100000,3275700,4917900,1852200,1320000,3926900,1245800,38559600,1840700,8106800,7450800,209500,1209100,3746600,273800,192300,2897500,2346200.0,8314400,200900,1225600,3895500,644800,2233500,5440700,3796149,798500,2725600,4139035,2836900.0,4420900,,6586100,5309100,690900,2933000,12291800,1479400,16976000,18844300,1055800,1180500,914800,1471100,7347200,2835400,21316700,1260200,2454000,1118200,420600,1550200,1711200,2213458,13845400,9542400,2960100,1288400,6131700,1079000,468893,829600,2373900,3332900,600300,439500,2492500,2989500,449700,1246000,17628600,1672600,3476652,7395700,6351600,817900,30699100,762700,13248500,9075800
2023-09-08,1789800,65551300,4339800,9326600,3521300,1330100,1416800,2262000,3182200,2984100,1191000,1002200,1393600,2164200,6048900,2035400,2060600,255100,825600,1934400,1531400,702900,1707500,614500,4473300,1161420,46232000,1018900,2449000,415000,1645800,38348200,5989200,750300,710100,4311400,786600,4784000,1539200,1284700.0,1645800,591100,1238300,556900,520800,16810000,339300,999300,359500,1931300,139200,5752000,36513900,2310000,2449900,1631400,1504649,2371700,1564000,911100,788100,5480500,164400,8085100,939500,352400,9526700,355300,3019100,810100,4419300,11234900,992500,15055400,2943300,1524600,7177000,1240100,1779100,441000,1374000,2987900,13695000,1234000,475300,1428100.0,3123200,3939600,971800,1114500,661600,1065200,1687100,567100,3804500,801700,21189553,946500,11480000,748200,1950200,3519200,4031000,2431900,5680600.0,824000,4368400,1188500,1075300,458000,3442200,2889900,838300,4851800,555900,2691500,13992000,1192700,32686800,982000,5627700,1823300,2997600,5945600,5486000,7434400,6539800,8049900,2195300,3736526,3620000,1837500,1753200,5549400,3830300,1575300,3582415,1462000,1896700,2472500,808100,3988400,421700,862300,1082900,3302700,707000,5123400,3575700,1750100,4208600,777200,1392500,563200,256400,1108200,1516700,993400,284300,1952200,2398300,681500,251400,1406200,6495100,126600,2381100,683900,1414700,2659800,1342300,3779700,4545800,1460100,1114800,2622200,1132400,49493500,1414800,6004600,6337000,217300,1179700,2850300,381300,110700,4365700,2263800.0,6073600,222300,567000,2910400,471500,2546900,5817300,1883013,800600,2326500,3170967,3103100.0,2747600,,6695200,4631300,498800,2744300,12121900,1096000,17810700,23558300,694000,1072600,637900,2026400,9033800,1952600,17559600,990900,2210300,918900,170300,2586000,1341800,1877652,6767300,5942500,2633900,558000,6212200,984100,417109,909700,2043800,3722800,519200,286100,1409500,2458600,341500,1031800,14312300,1724300,3317824,6833900,9554100,692900,28281300,1085200,14283200,20691100
2023-09-11,2046900,58953100,2911600,7179000,4891100,1387900,1551300,2083300,2768100,2832200,1297200,838800,980300,2540400,4543800,1880600,2719400,217100,510600,1515500,1297900,491400,1386700,628500,4145000,1528720,50611300,790200,2135100,430600,1393100,56764500,7478400,805300,547500,3557900,669600,4768400,886900,1798800.0,1454200,983300,1243300,616500,435300,15710000,262800,553800,326300,2611100,145600,4522300,34168300,1330100,2790700,2156400,1533396,3088100,1251800,1068300,585000,8145300,177900,6655600,880000,563500,14363500,442700,2921600,836100,6415800,7250300,833700,11404200,3083700,1878000,4608600,1515300,1257200,379600,2130000,2486100,18092800,1146900,415500,1820700.0,2765900,6165400,778800,651900,2010300,1191800,1329500,449900,3286600,748100,21172588,1053400,9615000,633200,1570500,4665800,4776100,1820000,7220700.0,1068400,4294500,1045200,1388600,319000,3825700,3576900,578000,3619100,419400,2967700,15842300,1180400,13313900,1423200,4412000,1794300,3350800,9788600,15636300,7155100,6339400,6422500,2392200,4492005,4035100,1428200,2076000,7449200,3408600,1417300,2766194,1684200,2438500,3274000,848000,3322400,499700,1293700,1763700,3992900,526800,12427600,3496300,3626400,3848800,738500,1627600,835700,303500,1170200,1927600,766600,240900,3921500,2831300,557500,283300,1357700,4219700,113800,1860000,417700,1539500,2256600,2532700,3103400,3597000,1124500,989600,1774500,923000,34673600,2383900,5235200,6583400,213100,1263700,3032900,286500,100100,2802600,2075900.0,5069800,210600,950600,3229100,418300,1942900,4575500,2111522,1880300,1987600,5272499,3630500.0,3307800,,8053800,3776700,350400,2177600,11777000,783700,17180800,20763400,698100,1216800,958800,1283100,6512500,1402700,16200000,1042600,2087800,911200,141600,2295900,1351900,2244439,10387000,7198700,1970200,598000,5652300,1047800,358640,757800,2511000,3273600,411300,434100,1788600,2885900,337300,1065200,14767400,1234900,3398314,9566100,7641700,753600,28625000,982900,14383600,10420000
2023-09-12,2035000,90370200,2424800,7342700,3531400,1167200,3205000,3961300,2862900,2910800,1303300,1574600,1559100,2681800,8104700,1894300,2091300,233100,532100,1325100,1480700,500200,1305400,586700,4470600,962380,44413600,939500,1574000,402000,1341500,42668500,6111200,760000,1102900,2914100,646000,4349600,2054400,3087200.0,2325800,1056600,1051600,801900,482800,16680000,301000,999600,375500,2659000,136000,3256500,42284000,1196900,2127900,1411200,1414082,2698700,1106200,931000,611200,5926900,165200,8937300,1105900,404000,9949000,306600,2898400,816900,5643800,5232600,648700,24774700,4845700,1773400,6302400,1587300,1581000,446000,1918100,2542600,15495000,986400,474800,1557100.0,1755400,5444300,747300,917100,1026700,970900,1096300,748100,3639400,1345100,22415109,921200,10530000,529600,1520000,4115100,3551300,2670700,10519300.0,948800,4486600,1024500,1055500,345200,4378800,4343200,689700,5683500,519300,2110000,13916100,1320800,12738600,1827200,4032300,2512000,6620700,12242800,13581400,7521100,3871800,6840000,1483200,5021151,2843200,1127800,2276400,4782500,2764700,2673900,2680015,1546600,1950700,3656300,706100,2527600,410500,1081400,1220600,3689300,1053500,8137200,4416300,2379300,4788300,605900,1815500,724600,282500,1725900,1658500,1217100,215600,2447900,2442200,314000,315300,1389800,4218000,102100,1905100,514800,5506800,2120600,1755900,3237900,5485900,1360700,1147700,1799000,909900,49507700,2837700,4119600,8955000,191400,1133800,2981700,310300,139000,3369600,2290700.0,7993200,429800,722100,3371600,225200,1283300,5316900,2593091,1211000,3576300,5275255,2381800.0,3504300,,4181200,3233700,471400,3271800,15578400,906100,15212900,18405500,892600,1088000,573600,2054700,8072900,1140800,17197900,1591600,2190500,1025400,127900,1643400,1747500,3891218,10847900,8773500,2033400,583800,6267000,1293100,365336,808600,1610600,4457700,369700,524900,1454800,2752300,394700,1011800,12292700,1439500,3823134,7754900,9448200,556900,27383300,955300,20145800,10233100
2023-09-13,2520500,84267900,5953700,7893300,3192500,952400,2496200,3465200,2269400,2934500,1364400,1095000,1420300,2936800,6629100,2334700,2723700,234900,665800,3495500,1437600,492300,2446800,465600,4625200,1670380,44702300,1396000,2182800,408900,1639000,60465200,6460000,735300,1395600,11134700,627300,4935000,3088700,2640100.0,2162800,1001800,1254500,714200,481800,17413000,344900,925600,378700,2976700,141300,3538100,37215700,1660500,3529800,1433400,1255464,2623200,2111100,1193300,623900,5613400,250900,7171100,2213100,645200,19392200,404400,3261400,940200,5710200,6834900,1472500,31031900,3121800,2031100,6016900,2119300,1637700,853700,4901000,3423800,23991200,1164700,877800,1894600.0,1094400,6067500,1134800,1177800,930800,1177900,907500,435800,3111800,1268100,18048092,1370000,6010000,1366000,1352900,5236000,4655700,1802900,5925700.0,1109600,3879700,727600,1162700,336400,3094700,4833600,607900,4661700,620000,1705500,13092200,1691800,11156800,1375600,3597800,2833300,6209400,7451200,10486500,5759500,4611600,11263000,1542700,5141368,2226800,1104200,1863000,2801500,6286700,2100000,3273456,2822100,2047900,3324600,800200,3079000,383100,1150900,1702600,4383300,1185400,7766900,2997600,4107100,3583700,896000,1725200,683200,235300,2195500,1967000,1372000,359100,2497000,1963400,460300,229200,2305500,3865300,108300,1884400,375100,5816500,2421200,1522700,3031400,4013700,1453600,1236000,2488800,1078700,62579700,1322200,4489000,5233600,229000,1524600,3073200,262400,231400,5180600,2596200.0,9180300,483700,1176500,4989600,332300,2051200,3995900,2368164,880100,3233800,3508651,3612800.0,3073400,,4407700,3042800,460500,2402000,14287400,1332000,16394900,20749500,684600,1301900,821600,2165000,6227900,1765300,16084500,1422000,2564300,1207100,211500,2287800,1267800,5365795,9633600,12336500,1824400,674400,6245000,1155800,455060,1605900,2504100,2627800,470600,502600,1737600,3511000,579700,1152700,12641400,1653900,9059820,8929000,13621300,648100,30916600,742700,13472800,5735300
2023-09-14,1815800,60895800,6336900,8365500,4086600,1222100,1904000,4786900,4135400,3454200,1350200,1137200,1094900,2779600,11388300,2855000,2556400,285400,854000,1942000,1552600,573700,2585300,343000,5629800,1265300,45920600,1151300,3072400,462400,1444600,64033600,6193200,773300,914200,5219800,550900,4173400,2576600,3400500.0,2162600,981400,976300,678400,717900,19648000,484000,875300,398700,3209900,126800,3974800,44634800,1990300,3233500,1992200,1545989,2558200,2075200,835600,652900,4336000,306300,6567500,1421000,660100,18147800,380200,3670100,1559100,5574900,6855300,1043300,19422800,5216500,2084200,5495600,2660500,1883300,730100,4462800,2835900,24656700,1205300,653000,2308300.0,2269700,4535900,1242100,1015200,1016800,892700,1594800,667200,3409500,1083800,20977433,922300,8975000,1195100,2014400,2987000,5308100,1848300,7145100.0,2629200,4686200,776900,1257300,395600,3948200,4473100,608400,9147600,543900,2083400,15760300,1889400,12407200,1841600,4584300,2351200,4979700,24359000,8425000,8822800,5719800,13190400,2456500,3871800,1932100,1272400,1444800,5116800,7703500,2761800,2132033,2176200,2201300,3183100,951100,4604300,438000,955300,1718300,4594400,1833800,9639000,6447800,3112500,4078400,2265500,2019100,421000,239500,1542800,1564100,878600,333100,2637000,2370000,516200,260700,1550400,4590100,118000,2596500,590200,2267700,2055200,1625500,2810600,3764700,1498900,1218500,2217100,1709600,43461600,1488800,5090000,7455300,220800,1568100,4211800,329800,224200,6031500,1930900.0,5508600,209500,1004200,3327700,390200,2679700,4289100,1930122,909400,3223000,6637768,3945100.0,2953800,,4424400,3693600,478900,2763300,11797300,1431100,19064600,24751000,566300,1027800,611800,2822700,5731900,1678800,17098000,867000,2707600,1359400,179300,1562000,1196600,3906814,8724300,16424100,2101800,669200,4881100,1157600,422090,656900,2970500,2723100,279600,285700,1774900,2405900,439500,986300,12311600,1313100,5004184,9764000,8074200,616400,55155000,958500,15210700,8090000
2023-09-15,6889600,109259500,8868300,74788500,8303300,1964000,3339300,9774500,6062500,10347000,2898800,1944400,1577600,4598000,10176800,5220700,7130500,1119300,1692300,2764500,1980400,848700,2901900,1423500,13654600,3055700,71103600,1279700,6161100,1087200,3514500,102909300,8418400,1555700,1233200,9349600,1354600,5692600,3258800,6482800.0,4737100,1892200,1860500,2483400,1391200,50190000,764700,2180900,820100,7273600,267000,4670600,61661100,2445100,6595100,2463100,3820706,3211500,2186300,1902100,1353000,16217200,857600,12204900,4764900,2816100,22379200,1031600,11595000,2727300,14535200,117475900,2257500,22983200,6224700,4155900,6098900,4940900,3846000,1309700,3097700,4574400,24302500,2806100,1189700,4287700.0,4109500,9556800,2241300,2382500,2066300,1595000,2376000,1120300,5597100,1703800,48481706,1659900,12360000,1185600,3474100,5348000,8456500,4096900,6272300.0,1683200,12441000,3892300,2945300,657800,8598800,12103900,1043000,14007000,628800,4727600,44029200,4510200,25501200,3367200,10826300,9871500,11700500,18086500,12757500,17439700,7657500,9842300,6995700,8719198,8094800,1986200,5206800,6093500,6516800,5875300,6425765,5884300,2703800,8881900,1358800,7464100,1434800,1329900,3064600,9702900,1492100,26185000,9076000,5405600,7598200,3205300,3727600,1189500,396800,2876700,5414800,1581600,1006000,7287100,4880300,807900,601100,2479200,7924200,285900,4358600,596400,5063500,3490400,3197600,3985600,10297200,2615400,2527700,5677000,2479600,63982400,3351100,9270000,11064400,443800,2075300,9503200,1011700,426700,9042700,5493700.0,7629500,945400,2492900,7902500,674100,3252700,10314000,3168876,1829000,23570400,8437076,6711100.0,6939800,,11145100,7635700,998100,5427900,19709700,1306600,48958800,38919600,932400,2608200,1226500,3063900,11078600,3894100,23889600,4375400,7117800,2833800,344600,2785200,2880800,6380854,18972700,14900400,4139400,1190400,13039500,2600800,952197,1183000,6907200,6234000,770000,532100,2100500,2848100,907100,1541500,55727500,2941500,7178631,28877500,23653400,2034600,80594200,1312900,34568400,11915100
2023-09-18,1818000,67257600,2967600,7351400,3652600,1214000,1350700,2650700,2733700,3062000,1218500,880400,1310400,1650900,5241700,2089000,2704300,232500,810300,2030400,1419800,484700,2140500,545500,5607700,968760,49061300,969500,1770100,379300,1499100,42823500,5998400,568400,1006400,3345500,665500,3420800,2075200,5615400.0,1606700,836800,776100,690200,450900,16541000,448800,782200,497200,2413400,169900,4299200,25752300,1342100,3291800,1788300,1041005,2201800,1872800,963000,509800,3872200,211500,7906700,1340200,494400,16914900,403300,3130900,907600,8139700,8648200,860700,10467400,3700000,1954100,2859200,1363200,1565200,481700,1148300,3292000,19251100,680500,503500,1358500.0,1345800,3459800,852500,838400,1969900,626300,905600,608100,4042700,2421400,13713938,737800,10510000,1128400,2551100,1925600,5725500,1479200,6246700.0,738400,4945300,1105100,1003100,262500,2686700,5528300,521400,12130800,667200,2445300,11825000,1182700,13835300,1055600,5810000,4788900,4218300,12129500,9099900,7027600,4071900,8517700,3954600,3915298,1860200,969300,1690200,3527400,6052100,2113300,2210429,2111100,2015100,3161500,646900,4593700,496900,1233800,1453400,3701700,765800,9265500,3176400,2449500,4580500,844200,1519100,631000,335100,1521600,1375700,786600,225000,2163200,1998900,352600,260500,1301100,5821800,62100,1852200,386900,2258400,2091000,1915300,4076400,3536300,1121200,1130500,2265900,1091500,47444100,1018200,5552600,6683100,268200,1780500,2272000,297800,207300,5455400,2077100.0,4866300,246000,1285300,2721200,483100,1786300,3429300,1496325,783300,2303900,4700880,3205300.0,3546100,,3337800,4126700,343400,3196800,10471500,1047600,16233600,21861300,483500,1280200,795600,1356600,5135200,1500300,9506300,1387500,2740400,1730500,178300,1142200,1791100,2436905,8843900,10290100,1846100,555200,4060800,985100,315904,649900,3361500,2508100,294000,436700,4662000,2039900,409000,1003900,13617400,1854000,5141006,7971900,8713500,650600,29972500,893200,14045300,11564000
2023-09-19,2222400,51826900,3509700,6674100,4090800,1572400,1898800,2385800,2852700,3324400,1030700,1146000,1219800,2238500,6291500,2100300,3029200,206700,1160200,2252300,1397000,558900,2654500,685300,6365400,859860,41704100,1161600,1528200,456100,1612600,61482500,4142400,472900,684600,2464900,579100,3987400,2069200,5802800.0,1422100,757200,509500,587300,381400,13126000,546600,941800,478800,2230700,284600,4039900,34888100,2019400,3682000,2137300,1103078,2189600,1927500,947900,567000,3372800,281400,7427200,993500,428100,10455600,342100,2603700,718000,7549100,5627400,865500,11031700,3205800,1278600,5644100,2313500,1936600,1649600,1349200,3014800,23552300,610800,337500,1972100.0,2287700,5880600,989100,1012000,949700,735700,1158100,551000,3016000,2519600,16928489,1084200,8065000,1211600,3248600,2313200,4838000,1388800,7567400.0,764800,4190700,1120100,1144700,409200,2138300,6377900,434900,11736400,775500,2347700,10748500,1296500,15039800,1089600,5212200,5046500,5439500,13385800,9192400,6615100,4185300,8175500,4627400,7786859,2117100,1957300,1518600,3844000,6695500,2015800,1994755,1673100,2844200,2833600,586600,3986200,321700,1323600,1207800,3291000,814000,9549400,3644500,2403000,4308500,1087500,1132200,512500,444300,1725000,1567100,1235100,186400,1891700,3671700,429500,322000,928000,8308000,89200,1777000,287300,2551300,1856400,1840200,2971500,4230600,973600,818900,2122300,1158700,40900000,1117900,4837800,12864800,321700,2217600,4448400,241700,213700,9160100,1702800.0,5554700,188300,1206000,3050100,455900,1448100,4220100,2530324,971800,2083000,3882045,3160400.0,1865300,,4002700,5740200,366600,4069200,9546700,1184100,15479100,20353700,797000,1420200,630800,1660200,7511600,945600,10483300,1089700,2776500,1037900,261300,1757900,1309700,3047298,7622000,8444700,1844200,599600,3854700,1534100,307641,782800,2001600,3945400,415000,491900,2577000,4075000,432700,958900,11998900,1393300,3192483,8771800,7313900,1029200,33190500,743500,12562900,17971800
2023-09-20,1744900,58436200,2744800,5189000,3966000,2107300,1693100,2626000,2606500,1961600,1364700,1230300,1016700,2073800,5185100,1668400,3144900,190100,1013300,3413500,1729600,606700,2142200,648200,5806900,1025540,55180600,786800,3575300,330800,1885600,46263700,5091600,442000,586100,3287700,593600,4516000,2841400,3764600.0,1102300,697700,992800,448100,500300,13681000,492200,711200,458300,1969700,161000,3738800,26641100,2485800,3122200,1911700,1598268,1499500,760700,647700,1143100,4151400,182300,6240300,1027500,334100,8699600,527500,2268400,677700,15133500,5846500,979100,11240700,3036600,1728500,2856600,2380300,2128200,627500,1121100,3676500,22637100,718400,610700,924500.0,3978600,6351300,841100,518300,731600,768000,890700,672700,4212100,1573100,16676997,880800,6505000,884000,4068000,2591600,3662100,1441700,5459200.0,625600,3444600,1654600,1311500,307700,2135100,2940100,321400,13615600,725100,2780100,12219900,1940000,13149500,895600,4993300,3550100,4121300,9398500,11581900,5939100,4795300,7000200,3121500,3715255,2935900,1289700,1140000,3089800,6107300,3550200,1758665,1689300,2336300,3146800,626900,2309200,329100,1932600,806700,2855800,660700,10362300,3092300,1317000,4127600,818200,1186600,422700,388400,2850100,1074500,1085700,158200,1646300,3818600,438600,355400,635800,5928600,75400,2228600,293800,1229400,2254800,1401600,3286600,4908800,776600,973800,1282200,851100,37449600,1378100,3900200,7265000,424200,4014600,3159000,176500,145400,7481800,1444400.0,4885300,262600,1422300,4993900,665600,1014000,3451900,1837497,893300,1423100,5134919,1796400.0,2077000,,4826300,6780900,482900,2021700,10807900,655000,21473500,29927500,796300,974800,539000,1224400,4928300,991200,10811900,1084300,2320000,1062700,539200,1051600,1328600,2518920,8009400,8056000,2041300,752800,4622600,1311700,386684,1035000,1525400,9632400,492400,526700,1376300,2642200,467600,766900,14766600,1067800,2936300,5843800,8867700,663600,45303600,669800,11879900,15313500
2023-09-21,1327900,63149100,3660300,8514300,3943700,1675400,1911600,3844600,3780800,2637700,1260100,1425000,1166900,3163300,5510700,2337000,3698300,360500,1041900,3855000,2246100,847900,1935400,736200,5241000,1188060,59704300,1447700,2437100,387100,2499200,70343300,7297200,837100,749500,3039000,768300,4635000,2044100,2582200.0,1601500,2525800,1442100,615300,690000,53654000,587800,1001300,598300,2712100,161700,4745700,39906000,1637900,3970500,2288600,1258008,2050800,1371700,1026800,974600,3411200,267300,7114700,2503100,547700,9597300,526700,3178600,1194700,10507300,5835800,2026600,12260100,3351400,2006100,4185400,2277600,1465100,727100,1456600,4574300,22663700,1092800,437400,1443800.0,2089100,4577700,1133800,656300,1004400,1696000,1060600,660400,3315200,1730300,17364358,1425500,12105000,639900,2670000,4065500,4918100,1667800,6534800.0,665600,4470700,1810500,1687700,417600,3413100,3406000,769400,9457400,1248500,6792100,37436100,2005700,15185400,1465200,7253000,2585000,3519100,7293400,9295900,7150000,4219500,7938900,5128600,4873210,4259200,2209100,2277600,3924700,4403900,4799400,2718367,2016400,3157800,5395700,843300,4359000,430900,2464400,1562100,3129300,670300,13741800,5326800,1813800,13887000,959600,1814100,943800,453100,2550400,3139600,1340400,233000,2181300,3614100,465600,306800,1140000,6346100,60900,3097100,464900,1937100,1709200,2744500,3012200,6719900,1480200,1018800,1805100,1424300,40140500,2660800,5579600,12882000,848800,7079500,2786400,330000,214200,4668200,3260400.0,5420700,292300,1589300,5403400,736200,1159900,4388800,1269276,1067500,1838300,5760292,2172500.0,4068800,,5271600,6014500,497900,2831100,11338000,871000,22058400,31503900,780500,1283100,814000,1685100,5243200,860500,12166800,1188800,2766500,1418300,566500,1951600,1338500,3095468,8321900,7151700,2692500,537100,4609100,1516100,250105,2111600,2144500,4944600,535400,479200,2011700,2343300,454700,1028400,15941800,1420500,4252856,7066100,8686200,721000,33709200,830000,14400600,19540800
2023-09-22,2050500,56725400,3049200,4278500,4357800,1559900,1994400,2702100,2839700,2102700,1026200,1122700,1934500,2515600,6984700,1456800,2670300,374900,659200,2311400,1288100,613600,1741100,513200,5301100,1121980,52169400,1681100,1894100,369300,3732500,59904300,5640400,705100,1275200,2197700,612600,3733800,1832900,2103800.0,1812700,2000100,807400,731500,772500,27764000,452700,1071900,369200,2380600,112800,4450900,41284400,2156300,4388600,2318500,805558,2493000,1243300,1065800,800800,2981100,236300,5006000,1650500,468300,8190700,414000,3969400,826000,9439800,3506100,1610400,15438200,3209800,1541500,3466100,1707800,1233000,587000,1108600,3532500,21291500,786800,414000,1210500.0,2609700,3397800,837700,507800,704400,1170900,1013800,566100,4242600,1617200,13294393,1197300,10060000,575100,2580800,4389700,2790000,2089200,6321600.0,626400,3641100,1085500,1527300,300500,2393300,3255100,553500,16633900,765000,3134400,17869500,1325800,16176600,1565600,8300700,2048400,3208600,7872900,6117100,5963000,5634800,7754200,1741300,4626084,2487600,2410500,1423200,4494700,4580200,2160800,3108317,2019000,2064500,4676700,968300,4465100,456200,1632500,1982300,1973000,655800,8357000,4556400,1994300,8277900,966500,1492100,472400,404600,2006800,2213600,820700,214200,2448700,3222700,343700,419200,1739900,4922900,75300,2179700,370400,2068300,1644000,1221300,3077700,3759900,1000100,858900,2335000,1807600,65205500,1367300,4165600,7816000,428900,2826700,2920200,231700,175700,5423700,2238600.0,5692000,247900,1357900,3711500,457100,1535600,3458500,1523131,921800,1616400,6249463,2277800.0,2488500,,4351800,6619900,471400,2605300,14272000,929700,17348700,26397300,569800,1345500,423800,1669100,4673800,1032700,10809200,818300,2289200,858600,241100,1648800,1224800,2996582,5133600,7017200,2100800,564700,5857900,2465900,224050,946200,2026800,2562000,439100,389400,2306900,1473800,527800,994900,14644100,1325800,4172724,8177200,7019500,796600,33964400,1052400,13197300,11866500
