Date,A,AAPL,ABBV,ABNB,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APP,APTV,ARE,ARES,ATO,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BALL,BAX,BBY,BDX,BEN,BF-B,BG,BIIB,BK,BKNG,BKR,BLDR,BLK,BMY,BR,BRK-B,BRO,BSX,BX,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CIEN,CINF,CL,CLX,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COIN,COO,COP,COR,COST,CPAY,CPB,CPRT,CPT,CRH,CRL,CRWD,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CTVA,CVNA,CVS,CVX,D,DAL,DASH,DD,DDOG,DE,DECK,DELL,DG,DHI,DHR,DLR,DLTR,DOC,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMR,EOG,EPAM,EQIX,EQR,EQT,ERIE,ES,ESS,ETN,ETR,EVRG,EW,EXC,EXE,EXPD,EXPE,EXR,F,FANG,FAST,FCX,FDS,FDX,FE,FFIV,FICO,FIS,FISV,FITB,FIX,FOX,FOXA,FRT,FSLR,FTNT,FTV,GD,GDDY,GE,GEHC,GEN,GEV,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,HWM,IBM,IDXX,IEX,INCY,IR,IT,ITW,KO,LNT,MMM,MO,SCHW,STZ,T,TECH,XOM,XYZ
2023-09-25,987400,46172700,3740000,4154500,4096300,1358000,2054600,2219500,2300400,1634100,1077200,1141900,1128200,2229000,7299600,1559200,1988900,419700,429500,1795200,1788700,656000,1983400,414700,5161300,1180360,43223700,1527500,1705300,271700,2681100,46017800,6032800,507000,1116200,1892700,586400,4574600,1382800,2219500.0,1360400,1452200,835100,772100,841400,15648000,516900,897200,373600,2434400,114400,3527100,32749200,1324100,2949300,1923600,1223410,2293500,969900,1010400,766200,2196500,195200,5353800,917100,458300,7006000,342400,2556200,698100,6747200,4804200,1152900,10866800,3512600,1388500,3203000,1257400,1029400,638900,1239600,4303900,29506500,864300,429400,2115200.0,1932900,3548300,685500,723900,1006900,806600,873800,499400,3296400,1490900,12666677,829400,10255000,486200,1695100,3298100,2530800,1599000,5057500.0,1168400,3291300,937800,1313300,349700,2079400,2748400,569000,8064700,395100,2176700,14224400,1100600,8789000,1270000,6055000,3463800,4334400,7134000,5272100,5510000,5519700,7346900,1880800,4279534,1666000,1383600,1549800,3643700,2987500,1793200,2142862,1218100,2735500,4931200,847300,4331600,388000,1356200,1066600,2376500,560800,10594900,3667400,1291200,3948800,969500,1549400,459300,269400,1767800,1629900,706200,130600,1869200,2710600,278600,376100,1418300,3444500,80300,2681100,311000,2133200,1474200,905300,3139200,3849300,702300,772100,1768000,917200,41219400,1974600,4129400,6611100,298500,2355900,2216600,307900,137200,3689500,1513200.0,3379000,160400,915300,2983500,425700,1450000,3811300,1435681,648700,1116000,4741101,3214500.0,3627200,,3885700,4420400,379700,2632800,7283400,753800,14650000,20094600,732900,979100,617000,833300,4243700,1460400,8930900,726700,1882300,939300,174400,1539600,1112300,2889209,8973600,9512100,1674900,437600,5831800,1409800,264124,679200,1519100,2694200,371800,300900,1903000,2701500,518800,577100,12358800,1193100,5315263,6711200,6994300,588800,30428700,863000,11316000,8841300
2023-09-26,1399800,64588900,3936300,4194000,3967700,1430700,2343600,2375400,3492500,2200200,1557700,1544400,1680300,2910000,6904400,1793800,3072400,444300,870000,2284800,2295000,608300,1247100,545400,5343000,1558380,42866500,1519400,2367600,407600,2702800,73048200,5951600,475600,1299600,2827700,741600,7929400,1650900,2240000.0,1182000,1352500,907400,1189600,715300,17641000,613300,1166600,444700,2332100,128300,3666300,42237400,1341400,4231600,2185600,1213234,2472000,1483200,1198100,855900,3160400,216900,6450200,1376600,589000,9380600,426100,3063900,800800,7656000,5611100,1509900,21786500,3287000,1444800,7229200,1756400,1361200,793500,1971400,3789800,26210700,1058400,814800,2309700.0,2807000,5474700,1047300,1009800,983600,1051400,1135000,1237100,3789400,1310500,19629919,1126000,10180000,614400,2182800,3717000,3681900,2132100,5168200.0,1131200,5204500,1013600,2425100,545300,2434000,3025500,570600,12036400,337300,2414100,15618400,1404100,9247100,3437200,5263300,3122600,3817800,6880400,5821700,5659200,6859200,8988900,1909000,6017064,2835400,1270400,2152200,3214200,4001300,2046400,2277319,1721900,3938300,4901600,890000,3451800,543500,1430800,1678000,3000600,777800,8722300,4819200,1363400,5353400,868900,2009300,749300,345400,2599600,2930600,886000,172700,2496700,3382000,287300,385200,1822600,4630000,109100,2234600,269800,1708300,2962200,1356000,4219100,5592700,1171600,797000,1667500,958000,41261000,1392300,5748000,11739900,251200,2368300,3691800,253300,169200,5478800,2147800.0,4788200,194000,968200,3016100,553300,1221900,4347400,2485604,889700,1538700,6022043,3619900.0,4374600,,5643900,5379300,602000,3522200,8250800,1569900,20378800,25718700,850200,1238600,665000,1481800,5599300,914800,12385800,1540300,2655500,1109500,214400,1625200,1477000,3606870,9485600,8797100,1996400,680800,7164700,1118500,360294,756700,1859700,4824700,351700,497100,1473000,2125500,482400,837000,11194700,1760600,4159927,6163700,8948800,593100,35412000,635900,11805400,10168200
2023-09-27,2268300,66921800,3621300,3771300,5391000,1687800,2435400,3311100,2558400,2272300,2256300,1065000,1669600,3455500,6600800,2345900,2387600,411100,768100,1959900,2245600,744200,1262800,571200,6296200,1312620,51261500,1045100,2331900,438000,3178700,66553400,8677600,467900,1241800,4192200,670000,6639400,2076100,1734600.0,1162500,1358600,807700,1388500,872100,15352000,539700,1426500,617800,3705400,154800,4015500,38296300,1394400,3639300,1938900,1511899,2031700,1800400,1144100,806400,3108000,178400,6932300,1162700,548800,11365900,593500,3535400,940800,8483300,4350200,2291900,15083400,3760000,1951000,7201400,1991600,1551400,521700,2508900,4427600,25160200,1197000,724800,2819500.0,1760900,4812500,1099500,938400,1062600,1217600,1101800,499900,3572800,1499200,17452919,1222100,16675000,554800,2241500,3031300,5282400,2418300,5324600.0,3007600,5364100,782400,4591400,410000,4511700,2697500,825300,13929300,403600,2631100,15845500,1332300,13495300,2874000,4937100,3222000,2591000,7217700,8214200,9124400,7536700,7996900,3760800,4824454,2256000,1403900,1901400,5517400,5405200,1565600,2532022,3216500,2977500,5964900,706600,3048800,490700,1199400,1164100,3715400,618100,12027900,6709100,1245300,5225600,1002100,1787800,556700,649900,2922800,2075700,1001500,143600,2323600,2735000,325400,430000,2888800,6979500,116300,2377900,386500,2033300,2739600,1701800,2972500,5320900,1271900,739100,1676100,1082300,41616600,3027800,6123600,10358400,257500,1885800,5475000,237300,164300,4843700,3084600.0,5211900,265500,1043200,2935000,526700,2007600,3285600,1825952,666800,1239100,5912656,5470000.0,3655400,,4443100,4865300,367400,2466300,8339100,2030000,18764200,22746500,1074600,1379000,525100,1493000,5787200,1876700,10596900,1308900,2513900,1308100,210600,2651700,1785900,2372078,12236900,6670800,1626000,924500,6153700,1137500,393855,677900,1778900,4439800,452900,429800,1118200,2107100,412900,801700,13766300,1643100,3669089,6523000,7746700,649000,27561600,718100,23976200,11656100
2023-09-28,1959900,56294400,3697400,4058900,6092800,1466600,4326800,2720000,2781800,2149400,1391000,1466200,1945200,3162400,10088100,2008900,3172300,273100,479700,1401300,2547500,529800,910000,548700,5341600,1393340,72542100,972300,2430700,427500,2694000,54555000,6858400,426600,882300,2365000,1100200,5292800,1276300,1485900.0,1602100,1162100,690700,1393500,732800,16180000,447300,2229700,354200,3489800,84500,8009500,36734300,2821800,4066100,1364500,1282176,2037900,1718100,984900,641200,2793100,270400,5879800,1199500,696100,8265100,577700,2731700,1227200,6579600,3957600,2052000,14409800,5091700,1477600,5618900,1994700,1058700,394900,1659800,3610300,45202200,1237200,763500,1550700.0,2150800,4411100,1503100,908800,796700,1016900,1259800,634100,3364000,1352000,13980368,1090600,14775000,659600,2471800,2961800,4844000,1840700,8252400.0,1928000,3964600,1045800,2192400,502400,2055600,4661800,485800,10974200,433600,1815900,17204400,1106900,12098800,2260000,4868100,4173200,3086000,7386500,5676300,7151800,5110500,8247600,3055800,5073731,4128700,1309200,2080200,3375100,4432700,2161500,2641663,2261800,2542600,5228800,843000,3965200,390900,925200,1739600,4489700,524600,6520600,7205200,1738400,4114900,874700,1975700,831500,320800,2044900,1799800,1045300,179400,1861400,2274200,355700,472000,1319900,4248000,90500,2882100,257200,1515700,3509000,2133100,5230600,6134000,907900,988600,1695200,850900,49109800,1221100,5930000,10314500,327200,2038500,6501600,413500,117200,4327300,2599700.0,4934500,283800,1010800,2761300,298400,1517800,3545900,1545557,839000,1093500,5518337,4817700.0,4655700,,3482900,5249100,424600,2925000,12673800,1506900,18201400,22513100,1018900,1114500,626500,1389600,5174100,1151300,16940000,1065300,2369600,1207800,340800,2494700,2531100,3089950,13325400,8527600,1755700,814100,7791800,1591900,281241,814300,2203900,5783200,396100,413800,795200,2109800,610500,1078900,12484800,2163300,4883866,5673700,6154300,580500,27817600,1004100,16808100,16585100
2023-09-29,1830100,51861100,5581600,4782100,5150500,3340700,3171700,2796300,2703800,2366500,1337000,1073900,1826300,3419100,9409600,2916900,2913900,272500,1121300,1189000,1969600,463800,1206900,653200,4448200,1318180,56078600,964800,2118100,344700,2529300,62411700,6912800,639900,996500,3231900,695100,5709200,1740700,1539100.0,1205200,1937900,1075900,1028700,930200,16481000,516700,1962200,634300,3579400,149800,5158400,40645900,3288100,3609800,1926100,1582368,2008600,2138500,1560600,887600,3394800,252300,8094600,1097100,539900,10902500,670000,4932900,1018500,11501700,5117300,1384700,16916100,3914900,2318600,3883800,2257800,1716300,662200,2080700,4198400,91954900,900700,803300,2867500.0,2231500,4785300,1158500,962700,921400,1358500,1135200,622400,3226300,2803000,16151179,1325600,12350000,815900,2807300,3526700,4214300,1859300,5747200.0,1246000,5308900,1259500,1887500,452000,3002600,3290800,807100,9660400,365600,2599700,13951200,1599800,15052400,1999200,4998800,2866300,3507600,7899100,5365800,7396100,5903900,7990300,2747100,5535240,3797900,2124300,2020200,6379700,3734900,2122500,3692508,2266100,1906000,4980800,733600,4234800,471400,989400,1268400,3900500,911500,8856800,5416800,1770600,4798600,1029700,2011200,697500,339700,2901500,2148700,1374400,206900,2041500,3374700,368200,494500,2078700,4413400,99500,3915000,362600,1317400,2485000,2605400,3608700,6834100,934000,1003600,2227900,1399200,62364900,1851600,6250200,10169400,275400,2374200,4533400,400300,197400,6005700,2376300.0,4031400,310700,965800,2524600,542600,1384700,4665100,2397226,763900,1436700,4924165,3146200.0,4035600,,4179900,5329800,679400,3036800,13587900,968400,23237300,30859800,994000,1414200,616700,1403900,8529800,996100,12991200,1529100,3502600,1149700,189400,1853000,1809700,3534085,10206000,12472500,2004800,1030500,9785200,1406600,345348,1005000,2331700,5704000,363200,392200,1428700,3366600,551500,827100,12271600,2050600,3640744,5796400,8061700,706600,29640900,827300,18813600,11965300
2023-10-02,1569000,52164500,3827800,3489100,4349200,1495900,2063300,2411500,1727200,2518600,1206400,855100,2623200,6352000,9800200,2333300,2982900,512400,961200,1236100,1949900,566000,1338000,674800,4896900,1377420,45118600,821300,1912300,447200,2061100,48029700,6685600,661700,935300,4081900,1015400,4186400,1727600,1356600.0,1145700,1464900,810000,1422300,713700,14676000,582800,1688700,428500,2657600,108700,5244700,50388600,1812500,3953400,2143500,952982,3551600,1438300,1306800,752400,2738000,160700,6952700,1472800,569000,8865300,714100,3527600,1318200,5259800,2827000,1656900,16178900,5582600,2742200,3948000,1778200,1479600,538800,2295200,3216600,38918600,747100,935400,2892500.0,2132800,5199500,1191300,1030900,976300,978600,918100,754900,2634400,2138700,18453978,952500,9870000,660600,4085700,2397100,7172600,2997700,9709300.0,1311200,4769500,1202700,1831700,416800,4110800,3088900,488400,3816400,524100,2763000,13934000,1553200,16786100,1997200,7588900,3246500,3666300,7321500,5342300,6839600,8691900,5799800,2651500,6836595,2538000,1989800,1817400,3902500,4503500,3100900,6387700,2210700,1718300,4123300,765600,4691000,398800,1178800,2346400,6498300,736000,10400300,3244900,1590700,3622900,949300,2440200,847500,221800,3059700,1493200,1174800,213800,2600600,2625100,369900,368100,1393400,5434300,112000,3621700,322100,1989400,6052800,4860400,3154300,9033600,1270800,1095400,1910400,943900,51204000,1678100,5343600,8687500,235300,1913000,6489300,275800,140400,4260200,2289800.0,5098000,235600,976100,3780200,482700,1620700,4098800,2232147,1207500,1396600,5389278,1942100.0,3748900,,4578700,6006100,569200,2611900,10966100,970700,19210400,22288000,1329000,1224800,842800,1303800,6581200,1454400,13651800,1294700,2806800,1456900,260400,1501100,1648800,2865549,8932000,8547400,1888000,918400,6158300,1483100,545893,1001000,1826800,3275300,413100,300000,1964600,2576900,418600,1187800,11792500,2269600,9823466,7243200,8859300,845200,36600200,1028500,14395000,10433200
2023-10-03,1543400,49594600,4580900,9019700,4597500,1631900,2454800,2004100,3226100,1870800,1216600,1103100,2197900,5808600,16112300,2157600,2865500,249700,753400,1232700,2514900,584500,1192800,606900,6173000,1335900,48117000,934100,2797900,504700,1783300,51565000,5250400,675900,859800,2724500,1265900,4739600,2270700,2126900.0,1493900,1727300,1123600,1392500,658100,18761000,434300,2451100,266600,4184100,100300,7285500,62144500,1727800,5685300,1875000,1278233,3169700,2332600,1395900,830000,3426300,228200,5839400,1693500,678600,10991900,581600,3151700,856100,8414800,4536700,2316000,19283400,5296200,2555500,4471900,2187900,1483500,554800,1402900,3376100,53693600,1076700,979400,2557000.0,2162200,5709100,1174600,851100,865600,989100,1018000,548800,3174300,1589200,18118194,1636800,9805000,543000,4346800,2803400,6963100,2191800,5815500.0,1178800,4162600,810800,2007400,255300,3208700,3954900,1304700,4178300,317700,3254100,15700600,1602100,17736800,1946400,5016300,4139600,3856900,7310500,4392300,6168600,10466400,9406100,2401800,7349011,3573900,1212200,1851000,4329700,4011900,4537100,4817100,2668200,2585500,5546600,551300,5179200,663300,1317700,2240200,5606500,687800,8624300,3026800,1659500,3673200,1171000,2635600,735600,207700,2692800,1322900,887400,213500,2743200,1917900,488700,341700,1369900,5685800,114000,3123800,415000,1676900,4894000,3100900,4559000,8591300,1368500,743200,2056800,1395200,55074700,1693800,5854600,11198100,363900,2090300,8440000,328500,220500,3550100,2696900.0,4802700,178700,1323300,3417300,522900,2858000,6914100,2009609,1315300,1306500,8624900,2726100.0,3539200,,6075300,7922200,620000,2767900,13060900,1152300,19628700,22989400,1419500,1824200,458900,3118600,7272700,1863700,10998600,1004200,3609200,1456600,230700,1630800,1958200,2642208,7283400,14637300,2483500,1132800,8781400,1679400,470199,625500,2374900,3284400,313300,290400,1846100,3038200,322700,1072600,13604200,2544600,6428620,8813800,15459400,1126800,36830800,1044900,13297100,11399900
2023-10-04,1541700,53020300,3159600,5822000,4336100,1608200,2153800,2027200,3601000,1704600,1388600,892700,1517600,4031700,10910000,2019500,2980700,320500,656900,1367900,2304300,783700,1009800,615500,5543600,1703460,51023200,1055900,2526400,635600,2217100,44203900,7835200,617500,829300,3884800,1086700,4150000,2015800,2205600.0,1790800,1194200,900400,1560600,906200,16417000,567400,1565200,335100,3476700,118100,7419800,55696400,1776400,3686600,2334100,852749,2503100,1320800,1082800,1034400,3056500,186200,7840900,1225300,546700,11684400,436300,3244600,919100,10035700,3331200,2778500,23342000,6855400,3267000,4563300,2970100,1788200,1022700,1449500,3589800,35704600,832900,704600,1973900.0,2428900,7010200,1380500,643800,783800,992900,1714300,690100,2777200,1594500,22129580,1519900,8090000,767900,2805400,2410500,3956500,2518500,7613700.0,1077200,7287600,1025800,1798800,383600,2594000,3747600,638300,3922000,415200,1985700,17009000,1344600,11907700,1386000,7253800,2714900,2759500,5479800,6017100,9664700,6008400,9430500,2856800,6557204,3254900,1219000,1421400,6075300,3323200,3115800,3445800,1935900,2099900,3971600,715500,4727300,603400,983900,1444200,3322900,768200,14901400,5793400,2011300,3875300,1208500,1933200,825300,338400,2271900,1207200,747600,216800,3361400,2814200,391800,371000,1947000,5614800,165400,2767700,348500,1649700,3444600,2853200,5147200,6822900,1626200,1336800,1722300,1693300,45217900,2536200,5759200,13597300,332100,2152600,4711000,555600,131900,2881000,3170600.0,3491500,243700,881400,2729100,356400,3376200,4875600,2112319,887100,878800,4876551,2084400.0,3409700,,4707600,5443400,498100,2658500,13412200,1047100,22848000,26752300,999200,2294900,678600,1872000,8684600,1500500,9576900,1290400,2956300,1485600,251100,1809700,1498500,2438921,4885200,8431300,1817500,946200,6103300,1423000,371972,1140200,2546200,2637600,304000,337100,1549300,1797700,329700,969300,12100500,2256200,7799475,7765800,10421900,1264800,37089000,838500,19622200,11048000
2023-10-05,1295700,48527900,3599500,7630200,5708300,1680600,2095400,1818800,2874600,1555800,935300,958600,1728700,8103100,16193800,1946200,4251700,351400,780700,1041900,1948500,1015200,1014700,611100,4310400,1385680,51789700,883300,2883700,342600,1486000,39660600,6706800,490300,1065400,2787400,827600,4130200,2300400,1230600.0,1497200,1181200,1766300,1311200,741700,11474000,475400,1105000,300900,2706200,118500,4331700,49044100,1984300,5590300,1827600,1044948,3845800,1192400,1177700,814200,3936400,182000,6898100,866700,496900,8015400,371500,3027300,1008800,5477100,3250500,2439600,18734100,8194900,1951100,5156500,2639300,1619900,734800,1170800,4258300,24169100,808200,627700,1589200.0,1877900,3834300,1503900,650900,678600,1095400,2984400,672300,3565300,7595500,18792324,1595100,10030000,581000,4882700,2495700,4371300,2275900,6229300.0,919600,4070100,1432500,1579700,320700,2187000,3540100,609500,8095400,481300,2409800,14929400,2578700,13857000,1206800,6375800,2193000,2497300,8289300,4498900,8073000,8615900,8342200,5251800,7408283,3625200,997200,2175000,7329800,3440300,2540400,2273000,1552800,3132800,3184200,774300,5161800,659100,986200,3500500,3716400,824900,10595100,9019200,1320000,4116500,800400,2524700,446900,304100,2423100,1195600,1088300,198700,2758400,2526400,398400,234800,1777200,6080000,159300,2366900,251700,2983300,2983000,1603500,4718200,5266400,1398900,1221200,1311700,1212700,47425000,1718300,5025200,13218400,325100,1460100,4748300,344900,109500,3322600,2613300.0,3979500,199900,564000,2131900,547100,2998600,7429100,1992491,820100,995800,4819539,1894300.0,3116700,,4781900,5095800,595200,2602600,25255400,984500,15922900,19832600,691700,1442500,593000,1584600,5538000,1492500,21903200,896400,2469300,1779100,167200,1473200,1564800,2427780,6220300,11943900,3170600,929100,5874500,1894900,666921,850000,2430300,3223900,395600,458100,1483100,3373000,314000,1066200,29878100,1953100,5812799,7151400,8601700,2460600,32171500,764800,20128800,15916700
2023-10-06,1796100,57266700,5370100,5153700,4790500,1672600,2441500,2526300,3259900,2094400,1574900,1238100,1594600,4584500,27880000,2842600,3304600,307900,520900,1350100,1834200,702300,1186100,680700,5234400,1409580,64864100,878400,2838000,300900,1878700,46836700,8164800,456100,1137400,5666700,875800,4821200,2627600,1828500.0,1965700,1106300,1950500,1216700,556800,21103000,481900,1240700,370200,3204600,165100,5364300,58177300,2956700,6766200,2256300,1020144,4229600,1328700,1296700,1080100,3673100,205600,6259300,1399300,608300,8901000,748200,3174700,855700,6319000,3259400,3312400,17080000,10868200,1844200,5394300,2293400,1466700,895000,836300,2938100,26188700,1415400,1065400,2095800.0,1614300,7751800,4247000,719900,1453900,1051200,1687800,953000,6481000,3530200,25039289,1789600,19190000,767400,4374800,2503100,5079400,2314900,7931300.0,1875600,4209700,1020500,4246700,295100,3801500,4114400,741200,3167700,439200,6897000,15665500,2284700,11781900,2452400,7578300,2171100,2920400,7012300,4278800,10190400,7236600,9785200,4727700,6676226,4429700,1203400,2309400,8053800,5607400,2193900,2696300,1738000,2587800,4497700,907600,4215600,1941600,1597800,2534100,3511900,1080900,11578500,6761700,1667000,4459000,819100,2419700,619400,319000,2281800,2218900,1112700,398100,2154700,3477800,306400,284000,1517200,7244600,107300,3080800,435500,2546800,4199200,2395100,4670600,6224100,2030200,1141700,1453700,1087500,57558500,4441200,7450000,12692300,184000,1580600,5237900,327600,100000,4267500,2044500.0,6454200,224600,615600,3092900,741100,2477000,4752600,2262004,993700,1324400,5284026,2319800.0,3386000,,4635200,5714200,647600,2561900,22422200,980600,20826700,27597600,810400,1283000,653700,1595100,5605800,1814500,17153300,1011700,2922500,2130900,238800,1417500,1529400,4000819,9281400,8406200,2782900,639200,5318900,1876200,786098,803800,2021000,3511100,581200,476000,1545900,1825000,332100,1132000,30298900,2062400,5331888,10053200,11471300,2587200,53313500,680900,25367500,13244300
